city,date,AQI,airQuality,rank,PM2\.5,PM10,So2,No2,Co,O3
武汉,2025-07-24,良,53,289,10,27,15,6,0.53,76
武汉,2025-07-25,良,62,295,11,26,13,6,0.60,86
武汉,2025-07-26,良,52,254,12,28,12,6,0.50,68
武汉,2025-07-27,优,38,130,8,22,11,6,0.50,58
武汉,2025-07-28,优,36,113,9,24,11,6,0.50,54
武汉,2025-07-29,优,40,130,9,23,11,6,0.50,60
武汉,2025-07-30,优,46,154,11,24,11,6,0.51,69
武汉,2025-07-31,优,46,152,13,26,11,5,0.50,85
武汉,2025-08-01,良,61,217,16,32,12,5,0.47,96
武汉,2025-08-02,优,50,171,12,27,13,5,0.42,85
武汉,2025-08-03,良,67,233,20,39,18,5,0.57,93
武汉,2025-08-04,良,79,289,24,44,15,5,0.93,102
武汉,2025-08-05,良,70,267,19,38,13,5,0.64,92
武汉,2025-08-06,良,52,211,13,28,14,5,0.63,73
武汉,2025-08-07,优,38,123,7,17,11,5,0.53,58
武汉,2025-08-08,优,40,139,8,18,11,4,0.50,62
武汉,2025-08-09,优,44,181,12,25,13,5,0.43,70
武汉,2025-08-10,优,49,216,13,27,15,5,0.69,67
武汉,2025-08-11,优,35,90,6,10,13,4,0.52,57
武汉,2025-08-12,优,31,42,9,17,16,4,0.57,54
武汉,2025-08-13,优,36,74,9,20,15,5,0.55,54
武汉,2025-08-14,优,42,131,9,22,14,6,0.60,62
武汉,2025-08-15,优,40,116,8,22,15,5,0.56,62
武汉,2025-08-16,优,43,174,9,23,18,5,0.51,62
武汉,2025-08-17,优,50,239,13,29,20,5,0.50,82
武汉,2025-08-18,良,54,223,16,31,18,5,0.58,77
武汉,2025-08-19,优,50,191,11,22,12,5,0.49,76
武汉,2025-08-20,优,39,144,6,15,12,5,0.44,63
武汉,2025-08-21,优,39,146,7,16,12,4,0.45,62
武汉,2025-08-22,优,39,135,7,16,11,4,0.43,60
武汉,2025-08-23,优,37,119,9,22,13,6,0.57,57
武汉,2025-08-24,优,45,206,11,25,11,10,0.58,67
武汉,2025-08-25,优,48,221,11,25,17,5,0.52,66
武汉,2025-08-26,良,59,266,15,33,19,5,0.67,89
武汉,2025-08-27,良,73,306,17,34,15,5,0.60,102
武汉,2025-08-28,良,70,293,16,32,16,5,0.58,98
武汉,2025-08-29,良,56,244,18,34,21,4,0.58,62
武汉,2025-08-30,优,46,177,12,24,11,4,0.59,75
武汉,2025-08-31,优,41,156,12,21,13,4,0.54,60
武汉,2025-09-01,优,48,182,10,18,14,4,0.59,75
武汉,2025-09-02,良,71,264,18,35,17,4,0.70,94
武汉,2025-09-03,良,69,279,19,35,20,5,0.68,81
武汉,2025-09-04,良,55,229,18,37,16,5,0.68,77
武汉,2025-09-05,良,56,238,24,42,19,5,0.72,81
武汉,2025-09-06,优,43,142,15,29,12,5,0.64,71
武汉,2025-09-07,良,74,301,22,44,16,6,0.74,109
武汉,2025-09-08,良,80,312,24,45,18,5,0.70,79
武汉,2025-09-09,优,34,108,11,23,13,6,0.53,57
武汉,2025-09-10,优,29,73,16,29,19,6,0.77,34
武汉,2025-09-11,优,38,141,12,25,16,5,0.60,58
武汉,2025-09-12,优,28,70,9,21,19,6,0.59,36
武汉,2025-09-13,优,32,75,13,22,16,5,0.48,54
武汉,2025-09-14,优,28,43,13,26,22,5,0.53,30
武汉,2025-09-15,优,34,93,15,30,24,6,0.68,50
武汉,2025-09-16,优,48,225,21,38,23,5,0.60,76
武汉,2025-09-17,优,42,240,16,30,19,6,0.62,55
武汉,2025-09-18,优,32,152,8,16,12,6,0.58,53
武汉,2025-09-19,优,22,33,8,18,15,5,0.60,35
武汉,2025-09-20,优,32,121,6,11,11,6,0.53,59
武汉,2025-09-21,优,32,104,15,27,17,7,0.72,52
武汉,2025-09-22,优,37,152,23,37,17,6,0.73,52
武汉,2025-09-23,优,28,69,8,16,13,6,0.64,42
武汉,2025-09-24,优,30,105,4,8,13,5,0.59,55
武汉,2025-09-25,优,26,44,7,15,15,5,0.63,45
武汉,2025-09-26,优,28,66,14,26,20,5,0.82,43
武汉,2025-09-27,优,38,159,18,38,30,5,0.84,29
武汉,2025-09-28,优,46,206,24,46,31,5,0.81,46
武汉,2025-09-29,优,34,75,13,24,17,5,0.68,47
武汉,2025-09-30,优,29,60,20,28,22,5,0.61,39
武汉,2025-10-01,良,52,220,31,54,28,6,0.89,50
武汉,2025-10-02,优,44,185,23,44,17,6,0.72,52
武汉,2025-10-03,优,36,122,7,16,12,6,0.48,62
武汉,2025-10-04,优,38,137,24,38,18,6,0.93,60
武汉,2025-10-05,良,61,296,44,71,30,6,1.01,79
武汉,2025-10-06,良,59,303,40,68,26,5,0.86,69
武汉,2025-10-07,良,55,299,20,34,16,7,0.98,67
武汉,2025-10-08,良,54,276,36,58,22,8,1.05,72
武汉,2025-10-09,良,62,280,42,63,23,6,0.85,83
武汉,2025-10-10,良,54,246,24,43,23,9,1.18,53
武汉,2025-10-11,优,38,159,24,38,19,7,0.66,32
武汉,2025-10-12,优,48,230,27,48,20,7,0.68,33
武汉,2025-10-13,优,20,7,7,13,16,6,0.46,35
武汉,2025-10-14,优,31,84,18,27,21,6,0.66,48
武汉,2025-10-15,优,44,189,29,44,30,6,0.81,16
武汉,2025-10-16,优,23,25,16,23,17,6,0.70,34
武汉,2025-10-17,优,28,61,17,28,22,6,0.84,21
武汉,2025-10-18,优,26,65,4,6,15,5,0.52,43
武汉,2025-10-19,优,19,17,5,9,13,5,0.38,36
武汉,2025-10-20,优,22,39,13,19,14,6,0.41,41
武汉,2025-10-21,优,24,56,10,14,13,6,0.36,45
武汉,2025-10-22,优,32,115,14,22,16,6,0.34,59
武汉,2025-10-23,优,43,166,16,27,17,6,0.27,77
武汉,2025-10-24,优,49,175,19,33,22,7,0.43,82
武汉,2025-10-25,优,47,124,33,45,26,6,0.48,49
武汉,2025-10-26,良,60,225,43,51,23,5,0.48,54
武汉,2025-10-27,良,59,224,42,57,38,6,0.66,45
武汉,2025-10-28,良,75,247,52,70,34,7,0.76,98
武汉,2025-10-29,良,82,257,61,78,36,7,0.87,72
武汉,2025-10-30,良,55,190,39,47,25,5,0.59,54
武汉,2025-10-31,优,42,138,28,42,34,6,0.57,39
武汉,2025-11-01,良,74,261,54,75,41,6,0.72,29
武汉,2025-11-02,良,74,304,54,76,36,6,0.85,38
武汉,2025-11-03,良,61,239,44,65,32,7,0.73,69
武汉,2025-11-04,良,64,237,46,67,30,8,0.76,73
武汉,2025-11-05,良,69,222,50,65,26,8,0.71,72
武汉,2025-11-06,轻度污染,112,294,85,92,25,6,0.86,42
武汉,2025-11-07,优,35,108,23,33,28,5,0.80,15
武汉,2025-11-08,优,26,69,16,20,15,5,0.62,52
武汉,2025-11-09,优,41,158,29,38,19,5,0.63,62
武汉,2025-11-10,优,48,183,32,48,23,6,0.74,56
武汉,2025-11-11,良,58,223,36,66,25,7,0.69,72
武汉,2025-11-12,优,40,111,18,35,23,6,0.54,66
武汉,2025-11-13,优,44,146,22,42,28,6,0.55,68
武汉,2025-11-14,良,62,197,45,68,44,8,0.85,71
武汉,2025-11-15,良,90,246,67,98,60,7,1.16,55
武汉,2025-11-16,良,90,293,67,98,60,9,1.18,64
武汉,2025-11-17,良,52,255,32,53,19,5,0.46,46
武汉,2025-11-18,优,24,10,12,22,19,6,0.34,37
武汉,2025-11-19,优,42,176,18,28,34,6,0.36,32
武汉,2025-11-20,良,59,249,31,43,47,7,0.46,32
武汉,2025-11-21,良,80,282,46,60,64,7,0.65,30
武汉,2025-11-22,良,89,257,66,85,68,8,1.02,38
武汉,2025-11-23,轻度污染,102,256,77,95,64,7,0.97,37
武汉,2025-11-24,良,75,186,55,81,35,6,0.66,45
武汉,2025-11-25,良,88,295,34,126,30,6,0.51,44
武汉,2025-11-26,良,72,180,40,94,57,8,0.75,27
武汉,2025-11-27,轻度污染,103,251,39,156,37,6,0.43,41
武汉,2025-11-28,良,85,204,40,120,45,8,0.71,35
武汉,2025-11-29,良,70,158,42,90,54,9,0.87,32
武汉,2025-11-30,良,79,199,58,92,61,10,1.03,39
武汉,2025-12-01,良,95,254,71,117,39,9,0.90,59
武汉,2025-12-02,良,88,266,58,125,28,7,0.73,54
武汉,2025-12-03,良,59,227,33,68,25,7,0.52,50
武汉,2025-12-04,良,71,271,52,77,45,9,0.77,24
武汉,2025-12-05,良,75,237,55,80,49,8,0.80,29
武汉,2025-12-06,良,88,243,65,85,51,7,0.83,37
武汉,2025-12-07,轻度污染,112,310,85,109,58,9,1.12,41
武汉,2025-12-08,轻度污染,116,319,88,116,51,10,1.09,49
武汉,2025-12-09,轻度污染,134,327,102,130,53,9,1.09,58
武汉,2025-12-10,轻度污染,131,287,100,136,69,8,1.30,31
武汉,2025-12-11,中度污染,153,313,117,148,51,8,1.25,56
武汉,2025-12-12,轻度污染,111,297,84,102,22,6,0.79,40
武汉,2025-12-13,优,32,46,22,32,20,5,0.50,38
武汉,2025-12-14,优,49,117,26,49,31,6,0.64,42
武汉,2025-12-15,良,60,150,39,69,47,8,0.95,25
武汉,2025-12-16,良,72,194,53,81,57,9,1.09,28
武汉,2025-12-17,轻度污染,150,309,115,133,27,7,0.94,63
武汉,2025-12-18,中度污染,193,323,145,169,42,7,1.25,53
武汉,2025-12-19,轻度污染,129,271,98,128,45,8,1.25,52
武汉,2025-12-20,中度污染,154,311,118,135,27,7,1.10,63
武汉,2025-12-21,优,49,156,34,39,16,6,0.76,47
武汉,2025-12-22,优,43,91,30,39,23,6,0.78,33
武汉,2025-12-23,良,51,162,36,36,24,5,0.88,16
武汉,2025-12-24,良,95,321,71,70,24,5,0.94,18
武汉,2025-12-25,良,62,261,45,58,21,6,0.76,51
武汉,2025-12-26,良,65,275,47,63,30,8,0.84,48
武汉,2025-12-27,良,75,244,55,70,46,8,0.95,36
武汉,2025-12-28,良,90,246,67,85,58,8,1.23,31
武汉,2025-12-29,良,94,243,70,85,54,8,1.15,37
武汉,2025-12-30,轻度污染,140,296,107,122,33,9,1.14,70
武汉,2025-12-31,良,81,285,60,72,17,6,0.80,57
杭州,2025-01-01,良,90,185,67,117,62,7,0.82,30
杭州,2025-01-02,良,85,200,63,101,57,6,0.75,32
杭州,2025-01-03,良,76,184,56,87,57,7,0.82,34
杭州,2025-01-04,良,85,165,63,97,57,6,0.82,36
杭州,2025-01-05,轻度污染,104,233,78,111,60,6,0.86,36
杭州,2025-01-06,良,81,209,60,96,48,7,0.84,44
杭州,2025-01-07,良,75,243,55,97,51,8,0.85,31
杭州,2025-01-08,良,79,274,58,92,56,7,0.85,26
杭州,2025-01-09,优,49,137,28,49,29,8,0.65,47
杭州,2025-01-10,优,47,105,26,47,34,7,0.57,43
杭州,2025-01-11,良,65,190,43,67,52,8,0.70,24
杭州,2025-01-12,良,66,180,48,75,47,8,0.71,41
杭州,2025-01-13,良,81,176,60,97,62,7,0.80,34
杭州,2025-01-14,良,88,228,61,101,70,8,0.80,32
杭州,2025-01-15,良,58,178,30,65,24,7,0.59,57
杭州,2025-01-16,良,55,105,24,53,44,7,0.60,28
杭州,2025-01-17,良,68,157,45,76,54,7,0.72,31
杭州,2025-01-18,良,86,203,64,96,65,7,0.77,32
杭州,2025-01-19,良,78,163,57,83,59,7,0.80,43
杭州,2025-01-20,轻度污染,108,224,81,113,57,8,0.93,61
杭州,2025-01-21,轻度污染,146,276,112,144,61,8,1.01,61
杭州,2025-01-22,轻度污染,136,253,104,128,51,7,0.94,56
杭州,2025-01-23,良,79,162,58,76,40,6,0.72,46
杭州,2025-01-24,优,47,68,27,47,20,6,0.53,72
杭州,2025-01-25,优,40,82,18,35,22,6,0.51,67
杭州,2025-01-26,优,39,75,26,39,15,6,0.71,74
杭州,2025-01-27,优,41,110,15,37,8,6,0.50,77
杭州,2025-01-28,优,44,57,24,44,9,7,0.46,77
杭州,2025-01-29,轻度污染,148,198,113,146,15,10,0.57,73
杭州,2025-01-30,良,71,172,52,69,17,7,0.60,67
杭州,2025-01-31,良,62,165,45,58,20,6,0.67,36
杭州,2025-02-01,优,30,25,17,21,11,5,0.69,55
杭州,2025-02-02,优,50,138,35,50,10,6,0.71,66
杭州,2025-02-03,良,81,274,60,78,13,6,0.81,66
杭州,2025-02-04,良,56,235,40,52,14,6,0.71,61
杭州,2025-02-05,优,40,75,25,37,15,6,0.58,66
杭州,2025-02-06,良,62,246,45,65,22,7,0.73,66
杭州,2025-02-07,良,54,196,28,57,16,6,0.57,59
杭州,2025-02-08,优,37,91,12,30,11,7,0.48,67
杭州,2025-02-09,优,37,33,24,37,20,8,0.62,60
杭州,2025-02-10,良,55,145,39,54,33,7,0.67,52
杭州,2025-02-11,良,84,227,62,82,50,7,0.82,23
杭州,2025-02-12,良,95,273,71,90,30,6,0.89,36
杭州,2025-02-13,轻度污染,108,307,81,99,27,7,0.83,68
杭州,2025-02-14,良,71,210,52,74,52,6,0.70,29
杭州,2025-02-15,良,86,246,64,82,50,6,0.88,9
杭州,2025-02-16,优,43,69,30,43,32,6,0.81,43
杭州,2025-02-17,良,66,233,45,83,27,7,0.68,69
杭州,2025-02-18,优,42,99,28,42,26,7,0.53,68
杭州,2025-02-19,良,59,208,42,65,36,7,0.60,63
杭州,2025-02-20,优,46,125,32,45,21,6,0.52,77
杭州,2025-02-21,优,38,85,19,29,25,6,0.48,65
杭州,2025-02-22,良,54,199,38,54,26,6,0.53,74
杭州,2025-02-23,良,89,290,66,78,28,6,0.64,68
杭州,2025-02-24,良,84,278,62,77,30,6,0.64,69
杭州,2025-02-25,良,100,287,75,100,49,6,0.78,36
杭州,2025-02-26,良,90,256,67,89,41,6,0.75,48
杭州,2025-02-27,良,88,234,65,85,45,6,0.82,38
杭州,2025-02-28,优,47,67,33,47,37,6,0.78,49
杭州,2025-03-01,优,50,107,31,50,40,6,0.70,50
杭州,2025-03-02,优,50,183,31,51,40,6,0.68,46
杭州,2025-03-03,优,32,38,17,26,22,5,0.68,50
杭州,2025-03-04,优,31,55,12,18,17,6,0.56,54
杭州,2025-03-05,优,37,92,26,35,22,6,0.58,50
杭州,2025-03-06,优,44,128,31,43,21,6,0.50,75
杭州,2025-03-07,良,68,223,49,69,34,6,0.60,60
杭州,2025-03-08,良,68,193,49,73,39,6,0.58,57
杭州,2025-03-09,良,60,135,43,63,32,7,0.49,74
杭州,2025-03-10,良,74,195,54,82,45,6,0.64,25
杭州,2025-03-11,良,70,173,51,78,47,7,0.70,40
杭州,2025-03-12,良,54,97,32,51,43,6,0.59,22
杭州,2025-03-13,优,40,67,18,30,32,6,0.46,51
杭州,2025-03-14,优,45,139,19,40,36,6,0.41,43
杭州,2025-03-15,优,34,69,13,18,24,5,0.47,62
杭州,2025-03-16,优,48,235,32,48,18,6,0.48,75
杭州,2025-03-17,优,48,163,17,33,26,6,0.40,68
杭州,2025-03-18,优,47,119,26,47,35,7,0.45,65
杭州,2025-03-19,良,56,190,35,61,35,7,0.40,69
杭州,2025-03-20,良,56,134,40,63,45,7,0.47,64
杭州,2025-03-21,良,58,128,23,42,42,7,0.44,75
杭州,2025-03-22,良,64,126,29,53,43,7,0.48,81
杭州,2025-03-23,良,63,87,29,55,36,7,0.46,85
杭州,2025-03-24,良,68,133,32,65,31,6,0.46,81
杭州,2025-03-25,良,62,83,32,69,38,7,0.45,83
杭州,2025-03-26,良,78,110,47,80,45,7,0.65,92
杭州,2025-03-27,良,75,138,39,71,24,5,0.62,104
杭州,2025-03-28,良,61,135,23,72,20,5,0.44,66
杭州,2025-03-29,良,59,210,24,68,18,5,0.44,56
杭州,2025-03-30,良,60,242,29,70,22,5,0.48,57
杭州,2025-03-31,优,48,128,16,36,22,6,0.41,79
杭州,2025-04-01,良,55,139,30,53,29,6,0.41,84
杭州,2025-04-02,良,61,187,35,62,36,7,0.45,87
杭州,2025-04-03,良,82,262,47,75,32,7,0.50,101
杭州,2025-04-04,良,66,110,41,71,53,7,0.52,70
杭州,2025-04-05,良,64,166,38,77,37,7,0.57,83
杭州,2025-04-06,良,72,201,47,93,37,7,0.53,97
杭州,2025-04-07,良,91,276,41,82,43,7,0.55,99
杭州,2025-04-08,良,77,189,36,69,38,7,0.57,97
杭州,2025-04-09,良,83,241,44,81,39,7,0.67,99
杭州,2025-04-10,良,82,243,37,70,26,5,0.57,104
杭州,2025-04-11,良,73,190,40,75,36,6,0.62,91
杭州,2025-04-12,轻度污染,118,172,48,187,17,5,0.51,69
杭州,2025-04-13,良,78,138,24,107,13,5,0.38,85
杭州,2025-04-14,良,86,209,32,123,14,6,0.41,105
杭州,2025-04-15,良,75,223,21,54,29,6,0.48,93
杭州,2025-04-16,良,62,85,24,51,33,6,0.50,84
杭州,2025-04-17,良,56,31,28,62,26,6,0.51,78
杭州,2025-04-18,良,75,188,37,73,27,5,0.55,101
杭州,2025-04-19,良,70,263,49,91,39,5,0.68,69
杭州,2025-04-20,轻度污染,102,306,53,96,21,6,0.79,141
杭州,2025-04-21,良,57,160,34,54,36,5,0.67,65
杭州,2025-04-22,优,32,15,20,28,21,4,0.70,56
杭州,2025-04-23,良,73,237,28,45,23,5,0.62,103
杭州,2025-04-24,良,54,160,33,58,31,5,0.76,64
杭州,2025-04-25,良,62,196,19,46,20,5,0.47,97
杭州,2025-04-26,良,62,164,29,63,35,7,0.46,81
杭州,2025-04-27,优,50,147,16,34,28,5,0.49,72
杭州,2025-04-28,良,81,287,28,52,24,6,0.61,110
杭州,2025-04-29,轻度污染,109,315,29,53,32,7,0.54,114
杭州,2025-04-30,良,94,249,32,57,26,6,0.58,113
杭州,2025-05-01,良,69,263,24,46,17,6,0.48,105
杭州,2025-05-02,良,76,210,25,52,25,7,0.48,98
杭州,2025-05-03,良,88,287,28,60,20,7,0.54,119
杭州,2025-05-04,良,84,281,14,35,20,7,0.41,109
杭州,2025-05-05,优,44,78,23,38,23,6,0.55,62
杭州,2025-05-06,良,80,234,36,110,20,6,0.54,81
杭州,2025-05-07,良,97,261,41,119,23,7,0.56,123
杭州,2025-05-08,良,58,140,29,67,27,6,0.58,64
杭州,2025-05-09,优,36,15,9,17,20,5,0.54,52
杭州,2025-05-10,优,47,69,12,25,18,6,0.45,78
杭州,2025-05-11,良,72,280,16,28,18,6,0.38,105
杭州,2025-05-12,良,78,177,26,43,30,6,0.47,99
杭州,2025-05-13,良,90,206,27,43,29,6,0.44,113
杭州,2025-05-14,良,96,288,28,45,27,7,0.48,115
杭州,2025-05-15,良,80,269,58,93,43,7,0.70,86
杭州,2025-05-16,良,58,151,41,58,22,6,0.83,66
杭州,2025-05-17,优,42,87,20,29,21,6,0.67,58
杭州,2025-05-18,良,64,183,27,78,26,6,0.49,77
杭州,2025-05-19,良,52,125,23,47,21,6,0.58,77
杭州,2025-05-20,优,34,62,17,27,20,6,0.61,41
杭州,2025-05-21,优,36,77,7,15,15,5,0.48,59
杭州,2025-05-22,良,61,174,21,36,23,6,0.56,78
杭州,2025-05-23,优,42,84,11,17,17,5,0.52,64
杭州,2025-05-24,良,69,232,27,39,17,6,0.56,115
杭州,2025-05-25,良,96,303,41,60,25,6,0.65,123
杭州,2025-05-26,良,99,282,35,53,28,7,0.56,116
杭州,2025-05-27,良,100,259,33,53,31,7,0.48,107
杭州,2025-05-28,良,58,132,23,37,24,6,0.44,78
杭州,2025-05-29,良,74,178,17,28,20,6,0.35,99
杭州,2025-05-30,良,82,184,34,50,27,7,0.44,106
杭州,2025-05-31,良,92,262,35,48,24,6,0.49,111
杭州,2025-06-01,优,50,133,14,19,16,6,0.51,86
杭州,2025-06-02,优,43,118,7,10,13,5,0.55,75
杭州,2025-06-03,良,85,287,18,28,17,6,0.50,118
杭州,2025-06-04,良,84,263,28,45,30,6,0.55,96
杭州,2025-06-05,良,86,228,21,36,30,6,0.44,106
杭州,2025-06-06,良,92,244,18,34,25,7,0.41,112
杭州,2025-06-07,良,55,161,35,60,37,6,0.65,52
杭州,2025-06-08,优,27,7,14,23,21,6,0.57,41
杭州,2025-06-09,优,27,3,14,21,20,6,0.50,43
杭州,2025-06-10,优,30,15,12,18,22,5,0.55,41
杭州,2025-06-11,优,40,76,12,18,19,5,0.45,69
杭州,2025-06-12,优,48,110,22,30,18,5,0.43,81
杭州,2025-06-13,优,33,49,16,24,22,6,0.44,33
杭州,2025-06-14,优,31,63,10,18,16,5,0.42,36
杭州,2025-06-15,优,28,16,4,6,11,5,0.37,52
杭州,2025-06-16,良,64,199,9,18,9,5,0.37,104
杭州,2025-06-17,良,71,181,20,41,16,6,0.45,99
杭州,2025-06-18,良,71,216,19,35,22,6,0.53,78
杭州,2025-06-19,优,44,171,13,23,16,6,0.50,57
杭州,2025-06-20,优,32,128,11,19,15,6,0.45,45
杭州,2025-06-21,优,32,93,11,20,15,6,0.51,53
杭州,2025-06-22,优,34,67,13,18,20,6,0.62,51
杭州,2025-06-23,优,36,71,10,13,14,6,0.60,63
杭州,2025-06-24,优,42,97,18,24,16,5,0.66,69
杭州,2025-06-25,良,72,190,34,49,21,5,0.70,99
杭州,2025-06-26,良,77,217,25,36,19,5,0.58,77
杭州,2025-06-27,优,43,112,9,19,15,5,0.42,50
杭州,2025-06-28,优,42,139,8,17,12,5,0.38,61
杭州,2025-06-29,优,44,154,10,18,13,5,0.40,61
杭州,2025-06-30,优,42,154,13,23,18,6,0.43,52
杭州,2025-07-01,优,36,123,8,19,12,6,0.35,53
杭州,2025-07-02,良,52,224,10,24,14,6,0.40,74
杭州,2025-07-03,良,67,273,17,31,15,6,0.41,89
杭州,2025-07-04,良,85,302,19,33,15,6,0.44,111
杭州,2025-07-05,良,82,278,18,31,14,6,0.43,99
杭州,2025-07-06,良,62,178,12,22,13,6,0.38,80
杭州,2025-07-07,优,49,111,8,19,11,6,0.35,67
杭州,2025-07-08,优,26,24,6,14,10,5,0.40,36
杭州,2025-07-09,优,42,116,9,19,9,6,0.38,69
杭州,2025-07-10,优,32,29,17,29,8,6,0.31,43
杭州,2025-07-11,优,26,12,11,17,12,5,0.39,35
杭州,2025-07-12,优,30,39,9,15,12,5,0.42,45
杭州,2025-07-13,优,33,46,15,23,12,5,0.42,51
杭州,2025-07-14,优,49,142,22,34,13,5,0.52,81
杭州,2025-07-15,良,76,254,24,36,16,6,0.54,92
杭州,2025-07-16,优,49,146,20,31,13,5,0.55,72
杭州,2025-07-17,良,56,156,18,28,14,5,0.54,82
杭州,2025-07-18,良,71,204,19,29,15,5,0.60,91
杭州,2025-07-19,优,38,54,9,16,12,5,0.40,38
杭州,2025-07-20,优,23,21,6,15,10,5,0.30,33
杭州,2025-07-21,优,24,17,5,13,8,5,0.32,33
杭州,2025-07-22,优,22,19,7,14,11,5,0.34,28
杭州,2025-07-23,优,28,98,10,21,13,6,0.40,39
杭州,2025-07-24,优,26,62,10,21,10,6,0.35,31
杭州,2025-07-25,优,26,46,9,21,11,5,0.38,32
杭州,2025-07-26,优,18,7,6,13,10,5,0.40,28
杭州,2025-07-27,优,28,33,8,15,11,5,0.40,38
杭州,2025-07-28,优,15,2,8,15,11,5,0.40,19
杭州,2025-07-29,优,26,19,11,23,12,6,0.40,35
杭州,2025-07-30,优,22,9,5,9,8,5,0.40,33
杭州,2025-07-31,优,24,17,5,10,9,5,0.41,39
杭州,2025-08-01,优,40,86,16,29,18,6,0.51,57
杭州,2025-08-02,优,47,147,24,36,20,5,0.60,57
杭州,2025-08-03,优,42,113,17,26,13,5,0.58,63
杭州,2025-08-04,良,71,267,25,37,15,6,0.68,95
杭州,2025-08-05,良,60,235,19,28,13,6,0.59,77
杭州,2025-08-06,优,44,162,8,16,10,6,0.45,66
杭州,2025-08-07,优,39,131,7,14,12,6,0.42,53
杭州,2025-08-08,优,35,103,11,20,14,6,0.44,55
杭州,2025-08-09,优,37,106,13,22,14,6,0.44,54
杭州,2025-08-10,优,38,109,16,27,16,6,0.48,55
杭州,2025-08-11,优,42,144,21,32,18,6,0.55,60
杭州,2025-08-12,良,76,276,22,34,18,6,0.56,83
杭州,2025-08-13,优,40,95,12,20,11,6,0.40,59
杭州,2025-08-14,优,31,57,7,17,8,7,0.33,42
杭州,2025-08-15,优,37,104,8,18,10,7,0.34,54
杭州,2025-08-16,优,40,141,10,21,12,7,0.36,55
杭州,2025-08-17,优,44,161,12,23,12,7,0.37,67
杭州,2025-08-18,良,58,237,14,26,13,7,0.39,81
杭州,2025-08-19,良,77,296,16,30,15,7,0.43,98
杭州,2025-08-20,良,88,313,21,38,15,6,0.47,110
杭州,2025-08-21,良,95,321,21,37,15,7,0.51,104
杭州,2025-08-22,良,68,296,12,23,13,7,0.47,85
杭州,2025-08-23,优,46,185,10,19,13,7,0.42,66
杭州,2025-08-24,良,60,288,15,26,19,7,0.48,80
杭州,2025-08-25,良,68,309,16,30,20,7,0.51,69
杭州,2025-08-26,良,83,326,22,37,18,7,0.52,103
杭州,2025-08-27,良,72,305,20,34,19,7,0.49,87
杭州,2025-08-28,优,46,192,9,19,14,7,0.39,63
杭州,2025-08-29,优,50,224,12,23,17,7,0.43,70
杭州,2025-08-30,良,62,283,13,26,17,8,0.44,80
杭州,2025-08-31,良,68,308,18,26,16,7,0.52,75
杭州,2025-09-01,优,46,170,17,29,19,7,0.58,67
杭州,2025-09-02,良,51,185,13,21,16,6,0.56,57
杭州,2025-09-03,优,47,157,14,23,14,6,0.60,77
杭州,2025-09-04,良,79,301,24,35,20,6,0.60,93
杭州,2025-09-05,良,84,312,29,43,23,7,0.63,98
杭州,2025-09-06,良,88,314,23,37,19,7,0.59,100
杭州,2025-09-07,良,95,322,24,36,15,7,0.64,118
杭州,2025-09-08,良,82,318,25,36,18,6,0.63,94
杭州,2025-09-09,优,47,206,12,18,14,6,0.63,66
杭州,2025-09-10,优,40,171,13,20,17,6,0.61,60
杭州,2025-09-11,良,63,275,20,36,18,6,0.58,97
杭州,2025-09-12,良,58,257,20,35,19,6,0.60,63
杭州,2025-09-13,优,40,150,15,26,18,6,0.61,45
杭州,2025-09-14,优,42,143,9,15,12,6,0.52,65
杭州,2025-09-15,良,60,267,19,30,19,6,0.59,77
杭州,2025-09-16,良,63,296,23,36,22,6,0.60,72
杭州,2025-09-17,良,52,296,21,30,19,6,0.55,65
杭州,2025-09-18,优,36,203,11,21,18,6,0.50,57
杭州,2025-09-19,优,50,304,12,26,15,7,0.47,70
杭州,2025-09-20,优,24,43,13,19,17,6,0.58,39
杭州,2025-09-21,优,39,169,18,30,23,6,0.65,68
杭州,2025-09-22,良,57,306,16,31,21,6,0.48,79
杭州,2025-09-23,优,39,200,16,30,25,6,0.46,42
杭州,2025-09-24,优,29,102,12,24,23,6,0.43,19
杭州,2025-09-25,优,34,125,17,34,22,6,0.52,50
杭州,2025-09-26,良,51,246,26,39,22,6,0.58,71
杭州,2025-09-27,良,82,326,29,42,23,6,0.63,100
杭州,2025-09-28,良,82,324,36,49,20,6,0.62,95
杭州,2025-09-29,优,50,225,33,46,20,7,0.83,68
杭州,2025-09-30,优,42,137,24,36,20,6,0.88,61
杭州,2025-10-01,良,54,236,28,36,19,7,0.80,85
杭州,2025-10-02,良,52,257,23,34,18,6,0.65,70
杭州,2025-10-03,优,46,214,32,46,17,6,0.78,56
杭州,2025-10-04,良,52,270,30,45,17,7,0.82,85
杭州,2025-10-05,良,68,312,29,42,18,7,0.64,85
杭州,2025-10-06,良,62,310,30,43,21,7,0.58,72
杭州,2025-10-07,良,60,309,43,57,17,6,0.75,80
杭州,2025-10-08,良,61,291,21,32,13,6,0.63,95
杭州,2025-10-09,良,78,324,14,27,16,7,0.47,98
杭州,2025-10-10,良,83,320,18,34,20,7,0.45,99
杭州,2025-10-11,良,88,319,26,49,23,7,0.53,108
杭州,2025-10-12,轻度污染,125,327,61,91,21,8,0.93,136
杭州,2025-10-13,良,62,296,42,59,27,7,1.06,62
